url;code;buy_below
https://www.amazon.co.uk/dp/B01AWUTMB0/?coliid=I2X2TCEVVVAF1B&colid=OZXSRXHRBQT2&psc=0&ref_=lv_ov_lig_dp_it;ego-is-the-enemy;1.00
https://www.amazon.co.uk/dp/B00YY05O7G/?coliid=I1GC0MZYVOEINE&colid=27WEWXKAV48JH&psc=0&ref_=lv_ov_lig_dp_it;the-happiness-hypothesis;1.00
https://www.amazon.co.uk/dp/B018FHCPDO/?coliid=ISZLH332PDH0C&colid=OZXSRXHRBQT2&psc=0&ref_=lv_ov_lig_dp_it;never-split-the-difference;1.00
